match_type,seriesId,seriesName,matchId,matchDesc,matchFormat,matchstartDate,matchendDate,matchstate,matchstatus,team1Id,team1Name,team1SName,team2Id,team2Name,team2SName,venueid,match_ground_name,match_city,timezone,latitude,longitude,currBatTeamId,team1_innings1_inningsId,team1_innings1_runs,team1_innings1_wickets,team1_innings1_overs,team1_innings2_inningsId,team1_innings2_runs,team1_innings2_wickets,team1_innings2_overs,team2_innings1_inningsId,team2_innings1_runs,team2_innings1_wickets,team2_innings1_overs,team2_innings2_inningsId,team2_innings2_runs,team2_innings2_wickets,team2_innings2_overs,responseLastUpdated
Domestic,7236,CSA Four-Day Series Division Two 2023-24,82560,18th Match,TEST,2024-02-08,2024-02-11,Complete,Mpumalanga Rhinos won by 293 runs,903,Mpumalanga Rhinos,MPR,933,Eastern Storm,ESTORM,1193,"Uplands College, White River",Mpumalanga,7200,-25.328440,31.017780,903,1,273,10,94.6,3,321,5,68.2,2,193,10,56.4,4,108,10,64.2,1970-01-20
International,7511,ACC Mens T20I Challenger Cup 2024,88389,7th Place Play-off,T20,2024-02-07,2024-02-07,Complete,Maldives won by 32 runs,563,Maldives,MDV,555,Bhutan,BTN,474,Terdthai Cricket Ground,Bangkok,25200,13.756331,100.501765,563,1,137,8,19.6,,,,,2,105,10,18.2,,,,,1970-01-20
Women,7565,Asian Cricket Council Womens Premier Cup 2024,89157,"15th Match, Group C",T20,2024-02-11,2024-02-11,Complete,Malaysia Women won by 39 runs,445,Malaysia Women,MLYW,485,Qatar Women,QATW,1293,Selangor Turf Club,Kuala Lumpur,28800,3.0446268,101.3394008,445,1,115,9,19.6,,,,,2,76,10,19.4,,,,,1970-01-20
League,7422,Bangladesh Premier League 2024,87012,20th Match,T20,2024-02-03,2024-02-03,Complete,Rangpur Riders won by 77 runs,256,Rangpur Riders,RGR,1412,Sylhet Strikers,SYST,379,Sylhet International Cricket Stadium,Sylhet,21600,24.898183,91.863608,256,1,162,7,19.6,,,,,2,85,10,16.5,,,,,1970-01-20
Women,7565,Asian Cricket Council Womens Premier Cup 2024,89234,Semi Final 2,T20,2024-02-16,2024-02-16,Complete,Malaysia Women won by 4 wkts,383,Nepal Women,NEPW,445,Malaysia Women,MLYW,394,Bayuemas Oval,Kuala Lumpur,28800,2.819586,101.5199,445,1,115,6,19.6,,,,,2,116,6,19.5,,,,,1970-01-20
League,7422,Bangladesh Premier League 2024,87075,33rd Match,T20,2024-02-16,2024-02-16,Complete,Khulna Tigers won by 5 wkts,1895,Durdanto Dhaka,DRD,627,Khulna Tigers,KLT,93,Zahur Ahmed Chowdhury Stadium,Chattogram,21600,22.355898,91.767766,627,1,128,7,19.6,,,,,2,131,5,15.2,,,,,1970-01-20
Women,7565,Asian Cricket Council Womens Premier Cup 2024,89213,1st quarter final,T20,2024-02-14,2024-02-14,Complete,Thailand Women won by 3 wkts,502,Hong Kong Women,HKW,382,Thailand Women,THAIW,394,Bayuemas Oval,Kuala Lumpur,28800,2.819586,101.5199,382,1,92,8,19.6,,,,,2,93,7,19.1,,,,,1970-01-20
Women,7565,Asian Cricket Council Womens Premier Cup 2024,89115,"8th Match, Group D",T20,2024-02-10,2024-02-10,Complete,Bhutan Women won by 94 runs,1090,Bhutan Women,BTNW,1444,Maldives Women,MDVW,1293,Selangor Turf Club,Kuala Lumpur,28800,3.0446268,101.3394008,1090,1,124,8,19.6,,,,,2,30,10,18.1,,,,,1970-01-20
Women,7565,Asian Cricket Council Womens Premier Cup 2024,89087,"3rd Match, Group C",T20,2024-02-10,2024-02-10,Complete,Malaysia Women won by 6 wkts,484,Indonesia Women,IDNW,445,Malaysia Women,MLYW,511,Royal Selangor Club,Kuala Lumpur,28800,3.1495091,101.6907603,445,1,80,7,19.6,,,,,2,81,4,17.5,,,,,1970-01-20
Domestic,6725,Ranji Trophy 2023-24,74769,Plate 1st Semi Final,TEST,2024-02-09,2024-02-13,Complete,Hyderabad won by an innings and 68 runs,242,Hyderabad,HYD,464,Nagaland,NGL,80,Rajiv Gandhi International Stadium,Hyderabad,19800,17.406495,78.550451,242,1,462,8,107.0,,,,,2,206,10,60.1,3,188,10,58.3,1970-01-20
Women,7565,Asian Cricket Council Womens Premier Cup 2024,89185,"20th Match, Group D",T20,2024-02-13,2024-02-13,Complete,Hong Kong Women won by 72 runs,502,Hong Kong Women,HKW,1090,Bhutan Women,BTNW,1853,YSD-UKM Cricket Oval,Bangi,28800,2.9348189,101.7823779,502,1,160,3,19.6,,,,,2,88,7,19.6,,,,,1970-01-20
League,7422,Bangladesh Premier League 2024,87019,22nd Match,T20,2024-02-06,2024-02-06,Complete,Chattogram Challengers won by 16 runs,622,Chattogram Challengers,CGC,807,Fortune Barishal,BRSAL,128,Shere Bangla National Stadium,Dhaka,21600,23.806966,90.363576,622,1,145,5,19.6,,,,,2,129,8,19.6,,,,,1970-01-20
Domestic,7441,"England Lions tour of India, 2024",87353,3rd unofficial Test,TEST,2024-02-01,2024-02-04,Complete,India A won by 134 runs,78,India A,INDA,42,England Lions,ENGA,50,Narendra Modi Stadium,Ahmedabad,19800,23.091785,72.597465,78,1,192,10,50.2,3,409,10,107.1,2,199,10,64.3,4,268,10,72.4,1970-01-20
Domestic,6725,Ranji Trophy 2023-24,74762,Elite Group D,TEST,2024-02-09,2024-02-12,Complete,Delhi won by 76 runs,81,Delhi,DEL,251,Himachal Pradesh,HP,155,Himachal Pradesh Cricket Association Stadium,Dharamsala,19800,32.197790,76.325811,81,1,264,10,70.6,3,381,6,61.3,2,319,10,88.2,4,250,10,61.4,1970-01-20
Women,7565,Asian Cricket Council Womens Premier Cup 2024,89206,"24th Match, Group D",T20,2024-02-13,2024-02-13,Complete,Nepal Women won by 214 runs,383,Nepal Women,NEPW,1444,Maldives Women,MDVW,1853,YSD-UKM Cricket Oval,Bangi,28800,2.9348189,101.7823779,383,1,227,4,19.6,,,,,2,13,10,13.5,,,,,1970-01-20
Women,7565,Asian Cricket Council Womens Premier Cup 2024,89112,"7th Match, Group C",T20,2024-02-10,2024-02-10,Complete,Qatar Women won by 7 wkts,1083,Bahrain Women,BHRW,485,Qatar Women,QATW,511,Royal Selangor Club,Kuala Lumpur,28800,3.1495091,101.6907603,485,1,61,10,17.1,,,,,2,62,3,9.5,,,,,1970-01-20
Domestic,7009,The Ford Trophy 2023-24,79489,18th Match,ODI,2024-02-01,2024-02-02,Complete,Canterbury won by 8 wkts  -  44 overs game (DLS method - Target 133),105,Otago,OTG,312,Canterbury,CNTBRY,420,Mainpower Oval,Rangiora,46800,-43.305302,172.593994,312,1,135,10,29.2,,,,,2,133,2,19.2,,,,,1970-01-20
Women,7565,Asian Cricket Council Womens Premier Cup 2024,89175,"18th Match, Group B",T20,2024-02-13,2024-02-13,Complete,China Women won by 8 wkts,505,Oman Women,OMANW,486,China Women,CHNW,1293,Selangor Turf Club,Kuala Lumpur,28800,3.0446268,101.3394008,486,1,56,10,19.4,,,,,2,59,2,13.2,,,,,1970-01-20
Women,7565,Asian Cricket Council Womens Premier Cup 2024,89203,"23rd Match, Group C",T20,2024-02-13,2024-02-13,Complete,Indonesia Women won by 9 wkts,485,Qatar Women,QATW,484,Indonesia Women,IDNW,394,Bayuemas Oval,Kuala Lumpur,28800,2.819586,101.5199,484,1,67,9,19.6,,,,,2,70,1,12.1,,,,,1970-01-20
League,7257,"International League T20, 2024",82906,Eliminator,T20,2024-02-13,2024-02-13,Complete,Dubai Capitals won by 85 runs,1298,Dubai Capitals,DCP,1300,Abu Dhabi Knight Riders,ADKR,94,Sheikh Zayed Stadium,Abu Dhabi,14400,24.416138,54.453566,1298,1,188,5,19.6,,,,,2,103,10,16.5,,,,,1970-01-20
Domestic,6725,Ranji Trophy 2023-24,74741,Elite Group A,TEST,2024-02-09,2024-02-12,Complete,Vidarbha won by 10 wkts,254,Maharashtra,MAH,248,Vidarbha,VID,287,Maharashtra Cricket Association Stadium,Pune,19800,18.674498,73.706516,248,1,208,10,56.4,3,371,10,121.5,2,552,10,126.2,4,28,,5.6,1970-01-20
League,7422,Bangladesh Premier League 2024,87071,32nd Match,T20,2024-02-14,2024-02-14,Complete,Comilla Victorians won by 7 wkts,627,Khulna Tigers,KLT,319,Comilla Victorians,CV,93,Zahur Ahmed Chowdhury Stadium,Chattogram,21600,22.355898,91.767766,319,1,164,8,19.6,,,,,2,168,3,16.3,,,,,1970-01-20
Domestic,6725,Ranji Trophy 2023-24,74734,Elite Group D,TEST,2024-02-09,2024-02-12,Complete,Madhya Pradesh won by an innings and 52 runs,167,Madhya Pradesh,MP,170,Baroda,BRD,152,Holkar Cricket Stadium,Indore,19800,22.724371,75.879701,167,1,454,10,129.3,,,,,2,132,10,47.1,3,270,10,98.3,1970-01-20
Domestic,7175,ICC Under 19 World Cup 2024,86700,"36th Match, Super Six, Group 1",ODI,2024-02-03,2024-02-03,Complete,Pakistan U19 won by 5 runs,56,Pakistan U19,PAKU19,224,Bangladesh U19,BANU19,135,Willowmoore Park,Benoni,7200,55.430751,-4.634697,56,1,155,10,40.4,,,,,2,150,10,35.5,,,,,1970-01-20
League,7257,"International League T20, 2024",82882,27th Match,T20,2024-02-09,2024-02-09,Complete,Dubai Capitals won by 5 wkts,1326,Desert Vipers,DV,1298,Dubai Capitals,DCP,153,Dubai International Cricket Stadium,Dubai,14400,25.046842,55.218969,1298,1,171,7,19.6,,,,,2,172,5,19.6,,,,,1970-01-20
Women,7565,Asian Cricket Council Womens Premier Cup 2024,89224,3rd quarter final,T20,2024-02-14,2024-02-14,Complete,Malaysia Women won by 16 runs,445,Malaysia Women,MLYW,487,Japan Women,JPNW,394,Bayuemas Oval,Kuala Lumpur,28800,2.819586,101.5199,445,1,101,3,19.6,,,,,2,85,7,19.6,,,,,1970-01-20
International,7579,Quadrangular Twenty20 Series in Thailand 2024,89304,2nd Match,T20,2024-02-12,2024-02-12,Complete,Saudi Arabia won by 98 runs,571,Saudi Arabia,SAU,563,Maldives,MDV,474,Terdthai Cricket Ground,Bangkok,25200,13.756331,100.501765,571,1,186,6,19.6,,,,,2,88,8,19.6,,,,,1970-01-20
Domestic,6725,Ranji Trophy 2023-24,74671,Plate,TEST,2024-02-02,2024-02-05,Complete,Hyderabad won by an innings and 73 runs,463,Mizoram,MIZ,242,Hyderabad,HYD,80,Rajiv Gandhi International Stadium,Hyderabad,19800,17.406495,78.550451,242,1,199,10,55.6,3,193,10,43.1,2,465,9,118.2,,,,,1970-01-20
Women,7539,"Kuwait Women tour of Malaysia, 2024",88968,1st T20I,T20,2024-02-04,2024-02-04,Complete,Malaysia Women won by 26 runs,445,Malaysia Women,MLYW,1097,Kuwait Women,KUWW,1850,Johor Cricket Academy Oval,Johor Bahru,28800,1.51634,103.64003,445,1,108,6,19.6,,,,,2,82,7,19.6,,,,,1970-01-20
League,7257,"International League T20, 2024",82868,24th Match,T20,2024-02-06,2024-02-06,Complete,Gulf Giants won by 19 runs,1319,Gulf Giants,GG,1298,Dubai Capitals,DCP,153,Dubai International Cricket Stadium,Dubai,14400,25.046842,55.218969,1319,1,126,9,19.6,,,,,2,107,10,18.3,,,,,1970-01-20
Domestic,6725,Ranji Trophy 2023-24,74646,Elite Group B,TEST,2024-02-02,2024-02-05,Complete,Match drawn,244,Kerala,KER,375,Chhattisgarh,CG,335,Shaheed Veer Narayan Singh International Stadium,Raipur,19800,21.203523,81.823929,,1,350,10,110.1,3,251,5,55.2,2,312,10,103.0,4,79,1,22.0,1970-01-20
International,7481,"Afghanistan tour of Sri Lanka, 2024",87897,3rd ODI,ODI,2024-02-14,2024-02-14,Complete,Sri Lanka won by 7 wkts,96,Afghanistan,AFG,5,Sri Lanka,SL,254,Pallekele International Cricket Stadium,Pallekele,19800,7.280691,80.722493,5,1,266,10,48.2,,,,,2,267,3,35.2,,,,,1970-01-20
Domestic,6725,Ranji Trophy 2023-24,74601,Elite Group D,TEST,2024-02-02,2024-02-05,Complete,Match drawn,251,Himachal Pradesh,HP,167,Madhya Pradesh,MP,155,Himachal Pradesh Cricket Association Stadium,Dharamsala,19800,32.197790,76.325811,,1,169,10,54.3,3,42,5,22.6,2,217,10,71.4,,,,,1970-01-20
International,7579,Quadrangular Twenty20 Series in Thailand 2024,89336,Final,T20,2024-02-16,2024-02-16,Complete,Saudi Arabia won by 8 wkts,384,Thailand,THAI,571,Saudi Arabia,SAU,474,Terdthai Cricket Ground,Bangkok,25200,13.756331,100.501765,571,1,104,9,19.6,,,,,2,108,2,11.2,,,,,1970-01-20
League,7422,Bangladesh Premier League 2024,87015,21st Match,T20,2024-02-06,2024-02-06,Complete,Rangpur Riders won by 60 runs,256,Rangpur Riders,RGR,1895,Durdanto Dhaka,DRD,128,Shere Bangla National Stadium,Dhaka,21600,23.806966,90.363576,256,1,175,4,19.6,,,,,2,115,10,17.6,,,,,1970-01-20
International,7511,ACC Mens T20I Challenger Cup 2024,88312,"3rd Match, Group B",T20,2024-02-02,2024-02-02,Complete,Singapore won by 41 runs,190,Singapore,SIN,563,Maldives,MDV,474,Terdthai Cricket Ground,Bangkok,25200,13.756331,100.501765,190,1,199,4,19.6,,,,,2,158,8,19.6,,,,,1970-01-20
International,7511,ACC Mens T20I Challenger Cup 2024,88340,"7th Match, Group B",T20,2024-02-04,2024-02-04,Complete,Thailand won by 7 wkts,190,Singapore,SIN,384,Thailand,THAI,474,Terdthai Cricket Ground,Bangkok,25200,13.756331,100.501765,384,1,115,9,19.6,,,,,2,116,3,18.1,,,,,1970-01-20
Domestic,7175,ICC Under 19 World Cup 2024,86679,"33rd Match, Super Six, Group 1",ODI,2024-02-02,2024-02-02,Complete,India U19 won by 132 runs,54,India U19,INDU19,229,Nepal U19,NPLU19,72,Mangaung Oval,Bloemfontein,7200,-29.116752,26.20519,54,1,297,5,49.6,,,,,2,165,9,49.6,,,,,1970-01-20
